nct_id,entity_source_text,concept_id,concept_name,domain,start_index,end_index,temporal_source_text,days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion
NCT03648372,autoimmune disease,434621,Autoimmune disease,Condition,7692,7710,<=4 weeks before the start of treatment,28,,-99999,99999,1
NCT03648372,cardiac arrhythmias,44784217,Cardiac arrhythmia,Condition,6941,6960,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,cardiac arrhythmias,44784217,Cardiac arrhythmia,Condition,6941,6960,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,cerebrovascular events,381591,Cerebrovascular disease,Condition,7009,7031,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,cerebrovascular events,381591,Cerebrovascular disease,Condition,7009,7031,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,congenital long QT syndrome,40479232,Congenital long QT syndrome,Condition,7334,7361,history of,0,,-99999,99999,1
NCT03648372,congenital long QT syndrome,40479232,Congenital long QT syndrome,Condition,7334,7361,history of,0,,-99999,99999,1
NCT03648372,congestive heart failure,319835,Congestive heart failure,Condition,6704,6728,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,congestive heart failure,319835,Congestive heart failure,Condition,6704,6728,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,infection,432250,Disorder due to infection,Condition,7765,7774,History of,0,,-99999,99999,1
NCT03648372,infection,432250,Disorder due to infection,Condition,7765,7774,<=4 weeks before the start of treatment,28,,-99999,99999,1
NCT03648372,drug abuse,436954,Drug abuse,Condition,7650,7660,,0,,-99999,99999,1
NCT03648372,cardiac condition,134057,Disorder of cardiovascular system,Condition,7054,7071,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,cardiac condition,134057,Disorder of cardiovascular system,Condition,7054,7071,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,drug abuse,436954,Drug abuse,Condition,7650,7660,,0,,-99999,99999,1
NCT03648372,human immunodeficiency virus infection,439727,Human immunodeficiency virus infection,Condition,7867,7905,history of,0,,-99999,99999,1
NCT03648372,human immunodeficiency virus infection,439727,Human immunodeficiency virus infection,Condition,7867,7905,history of,0,,-99999,99999,1
NCT03648372,hypertension,316866,Hypertensive disorder,Condition,6871,6883,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,hypertension,316866,Hypertensive disorder,Condition,6871,6883,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,illicit drug use,4143732,Illicit medication use,Condition,7632,7648,,0,,-99999,99999,1
NCT03648372,illicit drug use,4143732,Illicit medication use,Condition,7632,7648,,0,,-99999,99999,1
NCT03648372,ischemic heart disease,4185932,Ischemic heart disease,Condition,6834,6856,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,ischemic heart disease,4185932,Ischemic heart disease,Condition,6834,6856,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,lactating,4270616,Lactation,Condition,8648,8657,on Day 1 before first dose of study drug,1,,-99999,99999,1
NCT03648372,lactating,4270616,Lactation,Condition,8648,8657,on Day 1 before first dose of study drug,1,,-99999,99999,1
NCT03648372,Lymphomas,432571,Malignant lymphoma,Condition,8583,8592,<=4 weeks before the start of treatment,28,,-99999,99999,1
NCT03648372,myocardial infarction,4329847,Myocardial infarction,Condition,6790,6811,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,myocardial infarction,4329847,Myocardial infarction,Condition,6790,6811,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,pericardial effusion,4161701,Pericardial effusion,Condition,7082,7102,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,pericardial effusion,4161701,Pericardial effusion,Condition,7082,7102,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,prolongation of the QTc interval,4008859,Prolonged QT interval,Condition,7217,7249,history of,0,,-99999,99999,1
NCT03648372,prolongation of the QTc interval,4008859,Prolonged QT interval,Condition,7217,7249,history of,0,,-99999,99999,1
NCT03648372,pulmonary embolism,440417,Pulmonary embolism,Condition,6974,6992,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,pulmonary embolism,440417,Pulmonary embolism,Condition,6974,6992,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,restrictive cardiomyopathy,4190773,Restrictive cardiomyopathy,Condition,7106,7132,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,restrictive cardiomyopathy,4190773,Restrictive cardiomyopathy,Condition,7106,7132,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,torsades de pointes,4135823,Torsades de pointes,Condition,7366,7385,history of,0,,-99999,99999,1
NCT03648372,torsades de pointes,4135823,Torsades de pointes,Condition,7366,7385,history of,0,,-99999,99999,1
NCT03648372,unstable angina,1413763,Unstable angina,Condition,6773,6788,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,unstable angina,1413763,Unstable angina,Condition,6773,6788,<=6 months before first dose,180,,-99999,99999,1
NCT03648372,agents with actual or possible direct acting antiviral activity against SARS-CoV-2,9999,agents with antiviral activity against SARS-CoV-2,Drug,6119,6201,History of,0,,-99999,99999,1
NCT03648372,anticancer treatments,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Drug,5406,5427,within 14 days before the first dose of study drug,14,,-99999,99999,1
NCT03648372,medications that are known to be strong or moderate inhibitors and inducers of CYP3A4/5,42900763,Cytochrome P450 3A4 Inducers,Drug,8295,8382,,0,,-99999,99999,1
NCT03648372,medications that are known to be strong or moderate inhibitors and inducers of CYP3A4/5,42900763,Cytochrome P450 3A4 Inducers,Drug,8295,8382,,0,,-99999,99999,1
NCT03648372,drugs known to prolong QTc interval,9999,Drugs that are known to prolong QT interval,Drug,6414,6449,History of,0,,-99999,99999,1
NCT03648372,drugs known to prolong corrected QT (QTc) interval,9999,Drugs that are known to prolong QT interval,Drug,6006,6056,<=4 weeks before the start of treatment,28,,-99999,99999,1
NCT03648372,immunosuppressive therapy,21603891,IMMUNOSUPPRESSANTS,Drug,7730,7755,,0,,-99999,99999,1
NCT03648372,immunosuppressive therapy,21603891,IMMUNOSUPPRESSANTS,Drug,7730,7755,,0,,-99999,99999,1
NCT03648372,investigational products,35807195,Investigational drug,Drug,5431,5455,within 14 days before the first dose of study drug,14,,-99999,99999,1
NCT03648372,medications that are known to be strong permeability glycoprotein (P-gp) inhibitors,42900760,P-glycoprotein inhibitors,Drug,8295,8437,,0,,-99999,99999,1
NCT03648372,medications that are known to be strong permeability glycoprotein (P-gp) inhibitors,42900760,P-glycoprotein inhibitors,Drug,8295,8437,,0,,-99999,99999,1
NCT03648372,hepatitis B virus (HBV) surface antigen,4168615,Hepatitis B surface antigen measurement,Measurement,7976,8015,,0,seropositive,-99999,99999,1
NCT03648372,hepatitis B virus (HBV) surface antigen,4168615,Hepatitis B surface antigen measurement,Measurement,7976,8015,,0,seropositive,-99999,99999,1
NCT03648372,hepatitis C infection viral load,4215716,Hepatitis C viral load,Measurement,8043,8075,,0,detectable,-99999,99999,1
NCT03648372,hepatitis C infection viral load,4215716,Hepatitis C viral load,Measurement,8043,8075,,0,detectable,-99999,99999,1
NCT03648372,mechanical ventilation,4230167,Artificial respiration,Procedure,6315,6337,at screening,0,,-99999,99999,1
NCT03648372,extended field radiotherapy,4029715,Radiation oncology AND/OR radiotherapy,Procedure,5750,5777,<=4 weeks before the start of treatment,28,,-99999,99999,1
NCT03648372,result for SARS-CoV-2 RNA in a respiratory specimen,37310255,Detection of 2019 novel coronavirus using polymerase chain reaction technique,Measurement,1519,1570,History of,0,positive,-99999,99999,0
NCT03648372,SARS-CoV-2 infection,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,7801,7821,History of,0,,-99999,99999,0
NCT03648372,SARS-CoV-2 infection,37311061,Disease caused by severe acute respiratory syndrome coronavirus 2,Condition,7801,7821,<=4 weeks before the start of treatment,28,,-99999,99999,0
NCT03648372,disease,4274025,Disease,Condition,1858,1865,,0,,-99999,99999,0
NCT03648372,serum pregnancy test,44789311,Pregnancy test,Measurement,8695,8715,on Day 1 before first dose of study drug,1,positive,-99999,99999,1
NCT03648372,urine pregnancy test,44789311,Pregnancy test,Measurement,8758,8778,on Day 1 before first dose of study drug,1,positive,-99999,99999,1
NCT03648372,serum pregnancy test,44789311,Pregnancy test,Measurement,8695,8715,on Day 1 before first dose of study drug,1,positive,-99999,99999,1
NCT03648372,urine pregnancy test,44789311,Pregnancy test,Measurement,8758,8778,on Day 1 before first dose of study drug,1,positive,-99999,99999,1
NCT03648372,Postmenopausal,4295261,Postmenopausal state,Condition,3895,3909,for at least 1 year before the screening visit,365,,-99999,99999,0
NCT03648372,Postmenopausal,4295261,Postmenopausal state,Condition,3895,3909,for at least 1 year before the screening visit,365,,-99999,99999,0
NCT03808922,Bi-PAP,4138614,BiPAP oxygen nasal cannula,Device,310,316,,0,,-99999,99999,0
NCT03808922,Bi-PAP,4138614,BiPAP oxygen nasal cannula,Device,310,316,,0,,-99999,99999,0
NCT03808922,SpO2,4310328,Blood oxygen saturation,Measurement,187,191,,0,<92%,-99999,92,0
NCT03808922,SpO2,4310328,Blood oxygen saturation,Measurement,187,191,,0,<92%,-99999,92,0
NCT03808922,mechanical ventilation,4230167,Artificial respiration,Procedure,262,300,,0,< 18 years old,-99999,18,0
NCT03808922,hematologic malignancies,4044013,Hematologic neoplasm,Condition,833,857,at any time in the past,10000,,-99999,99999,0
NCT03808922,Hypoxemia,437390,Hypoxemia,Condition,108,117,,0,,-99999,99999,0
NCT03808922,Hypoxemia,437390,Hypoxemia,Condition,108,117,,0,,-99999,99999,0
NCT03808922,brain cancer,4116092,Intracranial tumor,Condition,947,959,at any time in the past,10000,,-99999,99999,0
NCT03808922,leukemia,317510,Leukemia,Condition,865,873,for >1 year,365,,-99999,99999,0
NCT03808922,lower respiratory tract infection (LRTI),4175297,Lower respiratory tract infection,Condition,2094,2134,for >1 year,365,,-99999,99999,0
NCT03808922,LRTI,4175297,Lower respiratory tract infection,Condition,1214,1218,for >1 year,365,,-99999,99999,0
NCT03808922,lymphoma,432571,Malignant lymphoma,Condition,884,892,at any time in the past,10000,,-99999,99999,0
NCT03808922,breast cancer,4112853,Malignant tumor of breast,Condition,939,959,at any time in the past,10000,,-99999,99999,0
NCT03808922,myeloma,437233,Multiple myeloma,Condition,875,882,at any time in the past,10000,,-99999,99999,0
NCT03808922,solid tumor malignancies,4030314,Neoplasm,Condition,901,925,at any time in the past,10000,,-99999,99999,0
NCT03808922,lung cancer,258369,Primary malignant neoplasm of lung,Condition,933,959,at any time in the past,10000,,-99999,99999,0
NCT03808922,Respiratory failure,4256228,Respiratory failure,Condition,228,247,,0,,-99999,99999,0
NCT03808922,Respiratory failure,4256228,Respiratory failure,Condition,228,247,,0,,-99999,99999,0
NCT03808922,respiratory virus,4193169,Viral respiratory infection,Condition,1248,1265,for >1 year,365,,-99999,99999,0
NCT03808922,CPAP,2616666,Continuous positive airway pressure (cpap) device,Device,302,306,,0,,-99999,99999,0
NCT03808922,CPAP,2616666,Continuous positive airway pressure (cpap) device,Device,302,306,,0,,-99999,99999,0
NCT03808922,mechanical ventilation,4230167,Artificial respiration,Procedure,262,300,,0,,-99999,99999,0
NCT03808922,chemotherapy,4273629,Chemotherapy,Procedure,816,828,at any time in the past,10000,,-99999,99999,0
NCT03808922,"CT imaging, with or without contrast",4300757,Computed axial tomography,Procedure,2148,2184,for >1 year,365,,-99999,99999,0
NCT03808922,hematopoietic stem cell transplantation (HSCT),4120445,Hemopoietic stem cell transplant,Procedure,641,687,at any time in the past,10000,,-99999,99999,0
NCT03808922,non-invasive ventilation,40486624,Noninvasive positive pressure ventilation,Procedure,276,300,,0,,-99999,99999,0
NCT03808922,non-invasive ventilation,40486624,Noninvasive positive pressure ventilation,Procedure,276,300,,0,,-99999,99999,0
NCT03808922,supplemental oxygen,4239130,Oxygen therapy,Procedure,64,83,for >1 year,365,,-99999,99999,0
NCT03808922,supplemental oxygen,4239130,Oxygen therapy,Procedure,64,83,for >1 year,365,,-99999,99999,0
NCT03808922,solid organ transplant,4208341,Solid organ transplant,Procedure,724,746,at any time in the past,10000,,-99999,99999,0
NCT03808922,ALP  ,4120852,Scalp pH measurement,Measurement,2764,2769,,0,3x ULN,-99999,3,1
NCT03808922,Bi-PAP ventilation,4138614,BiPAP oxygen nasal cannula,Device,3851,3877,at randomization,0,,-99999,99999,1
NCT03808922,Alanine Aminotransferase (ALT),4146380,Alanine aminotransferase measurement,Measurement,2598,2628,,0,3x ULN,-99999,3,1
NCT03808922,ALT,4146380,Alanine aminotransferase measurement,Measurement,2756,2759,,0,3x ULN,-99999,3,1
NCT03808922,Alanine Aminotransferase (ALT),4146380,Alanine aminotransferase measurement,Measurement,2598,2628,,0,3x ULN,-99999,3,1
NCT03808922,ALT,4146380,Alanine aminotransferase measurement,Measurement,2756,2759,,0,3x ULN,-99999,3,1
NCT03808922,Alkaline Phosphatase (ALP),4230636,Alkaline phosphatase measurement,Measurement,2667,2693,,0,3x ULN,-99999,3,1
NCT03808922,Alkaline Phosphatase (ALP),4230636,Alkaline phosphatase measurement,Measurement,2667,2693,,0,3x ULN,-99999,3,1
NCT03808922,AST,4263457,Aspartate aminotransferase measurement,Measurement,2760,2763,,0,3x ULN,-99999,3,1
NCT03808922,AST,4263457,Aspartate aminotransferase measurement,Measurement,2760,2763,,0,3x ULN,-99999,3,1
NCT03808922,TB,4230543,"Biblrubin, total measurement",Measurement,2780,2782,,0,2x ULN,-99999,2,1
NCT03808922,TB,4230543,"Biblrubin, total measurement",Measurement,2780,2782,,0,2x ULN,-99999,2,1
NCT03808922,Total Bilirubin (TBILI),4230543,"Bilirubin, total measurement",Measurement,2705,2728,,0,2x ULN,-99999,2,1
NCT03808922,Total Bilirubin (TBILI),4230543,"Bilirubin, total measurement",Measurement,2705,2728,,0,2x ULN,-99999,2,1
NCT03808922,ALP  ,4120852,Scalp pH measurement,Measurement,2764,2769,,0,3x ULN,-99999,3,1
NCT03808922,sepsis,132797,Sepsis,Condition,3490,3496,most recent,0,2 LPM,2,99999,1
NCT03808922,severe sepsis,132797,Sepsis,Condition,3483,3496,for >1 year,365,,-99999,99999,1
NCT03808922,hypersensitivity to DAS181 and/or any of its components,9999,Allergy to DAS181,Condition,3410,3465,for >1 year,365,,-99999,99999,1
NCT03808922,hypersensitivity to DAS181 and/or any of its components,9999,Allergy to DAS181,Condition,3410,3465,for >1 year,365,,-99999,99999,1
NCT03808922,bacterial infection,432545,Bacterial infectious disease,Condition,4403,4433,concurrent,0,,-99999,99999,1
NCT03808922,bacterial infection,432545,Bacterial infectious disease,Condition,3566,3596,most recent,0,undetectable,-99999,99999,1
NCT03808922,bacterial infection,432545,Bacterial infectious disease,Condition,3566,3596,concurrent,0,,-99999,99999,1
NCT03808922,cognitive illness,40480615,Cognitive disorder,Condition,3240,3257,,0,,-99999,99999,1
NCT03808922,cognitive illness,40480615,Cognitive disorder,Condition,3240,3257,,0,,-99999,99999,1
NCT03808922,infection,432250,Disorder due to infection,Condition,2991,3000,for >1 year,365,,-99999,99999,1
NCT03808922,HIV-positive,439727,Human immunodeficiency virus infection,Condition,4144,4156,for >1 year,365,,-99999,99999,1
NCT03808922,pulmonary infection,4028389,Infectious disease of lung,Condition,3203,3222,for >1 year,365,,-99999,99999,1
NCT03808922,Psychiatric illness,432586,Mental disorder,Condition,3225,3257,,0,,-99999,99999,1
NCT03808922,Psychiatric illness,432586,Mental disorder,Condition,3225,3257,,0,,-99999,99999,1
NCT03808922,fungal infection,433701,Mycosis,Condition,4417,4433,for >1 year,365,,-99999,99999,1
NCT03808922,fungal infection,433701,Mycosis,Condition,3580,3596,most recent,0,,-99999,99999,1
NCT03808922,fungal infection,433701,Mycosis,Condition,3580,3596,concurrent,0,,-99999,99999,1
NCT03808922,malignancy primary,439392,Primary malignant neoplasm,Condition,2906,2925,,0,,-99999,99999,1
NCT03808922,malignancy primary,439392,Primary malignant neoplasm,Condition,2906,2925,,0,,-99999,99999,1
NCT03808922,severe sepsis,132797,Sepsis,Condition,4325,4338,for >1 year,365,,-99999,99999,1
NCT03808922,vital organ failure,443207,Single organ dysfunction,Condition,4506,4525,,0,,-99999,99999,1
NCT03808922,vital organ failure,443207,Single organ dysfunction,Condition,3665,3684,,0,,-99999,99999,1
NCT03808922,viral infection,440029,Viral disease,Condition,4396,4433,concurrent,0,,-99999,99999,1
NCT03808922,viral infection,440029,Viral disease,Condition,3559,3596,most recent,0,,-99999,99999,1
NCT03808922,viral infection,440029,Viral disease,Condition,3559,3596,concurrent,0,,-99999,99999,1
NCT03808922,SAD-RV infection,4193169,Viral respiratory infection,Condition,3526,3542,concurrent,0,,-99999,99999,1
NCT03808922,malignancy metastasis,4233629,Widespread metastatic malignant neoplastic disease,Condition,2906,2939,,0,,-99999,99999,1
NCT03808922,malignancy metastasis,4233629,Widespread metastatic malignant neoplastic disease,Condition,2906,2939,,0,,-99999,99999,1
NCT03808922,CPAP ventilation,2616666,Continuous positive airway pressure (cpap) device,Device,3861,3877,at randomization,0,,-99999,99999,1
NCT03808922,immunomodulating biologics,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,Drug,4249,4275,for >1 year,365,,-99999,99999,1
NCT03808922,empiric treatment,2108551,"Appropriate empiric antibiotic prescribed (CAP), (EM)",Drug,3945,3962,,0,,-99999,99999,1
NCT03808922,medications,35802854,Drug,Drug,2950,2961,for >1 year,365,,-99999,99999,1
NCT03808922,medications,35802854,Drug,Drug,2950,2961,for >1 year,365,,-99999,99999,1
NCT03808922,interferons,21603857,Interferons,Drug,4282,4293,currently,10000,,-99999,99999,1
NCT03808922,interleukin,21603871,Interleukins,Drug,4295,4306,currently,10000,,-99999,99999,1
NCT03808922,investigational treatment,35807195,Investigational drug,Drug,3926,3962,,0,,-99999,99999,1
NCT03808922,investigational drug,35807195,Investigational drug,Drug,3168,3188,for >1 year,365,,-99999,99999,1
NCT03808922,vasopressors,1507835,Vasopressin (USP),Drug,3737,3749,most recent,0,,-99999,99999,1
NCT03808922,Aspartate Aminotransferase (AST),4263457,Aspartate aminotransferase measurement,Measurement,2630,2662,for >1 year,365,,-99999,99999,1
NCT03808922,Aspartate Aminotransferase (AST),4263457,Aspartate aminotransferase measurement,Measurement,2630,2662,for >1 year,365,,-99999,99999,1
NCT03808922,HIV RNA assessment,4040194,HIV 1 RNA assay,Measurement,4194,4212,for >1 year,365,,-99999,99999,1
NCT03808922,invasive mechanical ventilation,44790095,Invasive ventilation,Procedure,3830,3877,at randomization,0,,-99999,99999,1
